year,lgID,tmID,hW,hL,hT,hOTL,rW,rL,rT,rOTL,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1989,NHL,DET,20,14,6,,8,24,8,,,,,,4,6,2,,2,10,1,,6,5,3,,6,6,0,,5,5,4,,5,6,3,,0,0,1,
1989,NHL,EDM,23,11,6,,15,17,8,,,,,,4,5,3,,8,5,2,,9,2,2,,5,5,3,,5,6,2,,6,5,2,,1,0,0,
1989,NHL,HAR,17,18,5,,21,15,4,,,,,,6,6,1,,6,8,0,,7,4,1,,4,4,4,,6,6,1,,9,5,1,,0,0,1,
1989,NHL,LAK,21,16,3,,13,23,4,,,,,,7,6,0,,5,5,2,,7,4,2,,3,8,2,,6,7,0,,6,8,1,,0,1,0,
1989,NHL,MNS,26,12,2,,10,28,2,,,,,,7,4,1,,9,5,0,,2,11,2,,6,7,0,,3,8,0,,9,4,1,,0,1,0,
1989,NHL,MTL,26,8,6,,15,20,5,,,,,,9,6,0,,8,4,2,,3,7,3,,6,4,1,,9,3,1,,6,4,3,,0,0,1,
1989,NHL,NJD,22,15,3,,15,19,6,,,,,,6,5,1,,5,5,2,,7,8,1,,6,5,1,,2,7,3,,11,4,0,,0,0,1,
1989,NHL,NYI,15,17,8,,16,21,3,,,,,,3,6,3,,3,12,0,,9,3,1,,9,3,1,,4,5,3,,3,9,3,,,,,
1989,NHL,NYR,20,11,9,,16,20,4,,,,,,8,2,3,,5,7,1,,2,9,3,,5,4,3,,9,3,1,,7,5,2,,0,1,0,
1989,NHL,PHI,17,19,4,,13,20,7,,,,,,3,7,1,,9,3,2,,6,7,2,,2,9,2,,5,5,2,,5,8,1,,0,0,1,
1989,NHL,PIT,22,15,3,,10,25,5,,,,,,3,7,2,,6,7,0,,7,5,1,,6,6,1,,8,5,1,,2,10,3,,,,,
1989,NHL,QUE,8,26,6,,4,35,1,,,,,,3,8,1,,3,11,1,,1,6,4,,2,11,0,,2,11,0,,1,13,1,,0,1,0,
1989,NHL,STL,20,15,5,,17,19,4,,,,,,5,5,1,,6,4,3,,5,8,2,,7,4,2,,9,4,0,,5,9,1,,,,,
1989,NHL,TOR,24,14,2,,14,24,2,,,,,,6,7,0,,6,7,0,,7,7,1,,8,2,1,,6,6,1,,5,9,1,,,,,
1989,NHL,VAN,13,16,11,,12,25,3,,,,,,7,5,1,,2,7,3,,3,7,4,,2,11,1,,6,6,2,,5,5,3,,,,,
1989,NHL,WAS,19,18,3,,17,20,3,,,,,,3,7,3,,6,4,1,,9,5,0,,5,10,0,,5,7,0,,7,5,2,,1,0,0,
1989,NHL,WIN,22,13,5,,15,19,6,,,,,,5,6,0,,7,6,1,,5,3,4,,6,7,2,,7,5,1,,7,4,3,,0,1,0,
1990,NHL,BOS,26,9,5,,18,15,7,,,,,,6,4,2,,8,3,2,,6,5,4,,10,4,0,,7,4,0,,7,4,4,,,,,
1990,NHL,BUF,15,13,12,,16,17,7,,,,,,3,5,4,,6,4,2,,5,7,3,,7,5,1,,3,4,6,,7,5,3,,,,,
1990,NHL,CAL,29,8,3,,17,18,5,,,,,,9,4,0,,5,5,3,,8,5,1,,5,6,1,,8,2,2,,11,4,1,,,,,
1990,NHL,CHI,28,8,4,,21,15,4,,,,,,8,5,0,,9,3,2,,10,5,1,,7,2,1,,5,6,2,,10,2,2,,,,,
1990,NHL,DET,26,14,0,,8,24,8,,,,,,6,4,3,,6,6,0,,7,7,1,,3,9,1,,6,5,3,,6,7,0,,,,,
1990,NHL,EDM,22,15,3,,15,22,3,,,,,,2,7,2,,5,7,0,,11,3,0,,7,5,1,,5,8,1,,7,7,2,,,,,
1990,NHL,HAR,18,16,6,,13,22,5,,,,,,4,7,2,,6,4,2,,6,9,0,,6,5,1,,6,5,2,,3,8,4,,,,,
1990,NHL,LAK,26,9,5,,20,15,5,,,,,,9,3,1,,7,3,2,,3,7,2,,9,5,0,,10,2,2,,8,4,3,,,,,
1990,NHL,MNS,19,15,6,,8,24,8,,,,,,2,8,3,,4,7,3,,5,8,1,,5,7,2,,5,2,3,,6,7,2,,,,,
1990,NHL,MTL,23,12,5,,16,18,6,,,,,,7,6,1,,6,5,2,,6,6,2,,10,3,0,,3,5,3,,7,5,3,,,,,
1990,NHL,NJD,23,10,7,,9,23,8,,,,,,8,4,1,,5,6,2,,6,3,6,,3,8,1,,5,6,1,,5,6,4,,,,,
1990,NHL,NYI,15,19,6,,10,26,4,,,,,,3,9,0,,6,5,2,,5,5,3,,4,9,1,,3,8,3,,4,9,1,,,,,
1990,NHL,NYR,22,11,7,,14,20,6,,,,,,11,3,0,,5,5,5,,5,5,2,,6,5,2,,5,4,3,,4,9,1,,,,,
1990,NHL,PHI,18,16,6,,15,21,4,,,,,,6,6,0,,11,4,2,,4,8,3,,6,4,1,,4,5,2,,2,10,2,,,,,
1990,NHL,PIT,25,12,3,,16,21,3,,,,,,6,6,1,,5,6,1,,10,6,1,,7,4,0,,4,7,1,,9,4,2,,,,,
1990,NHL,QUE,9,23,8,,7,27,6,,,,,,3,7,3,,1,11,2,,5,7,2,,2,8,2,,1,9,2,,4,8,3,,,,,
1990,NHL,STL,24,9,7,,23,13,4,,,,,,8,3,1,,7,4,2,,6,5,3,,9,3,1,,9,3,1,,8,4,3,,,,,
1990,NHL,TOR,15,21,4,,8,25,7,,,,,,2,10,1,,3,12,0,,7,4,1,,1,7,3,,5,7,2,,5,6,4,,,,,
1990,NHL,VAN,18,17,5,,10,26,4,,,,,,6,6,0,,6,6,2,,5,9,1,,2,9,2,,5,6,2,,4,7,2,,,,,
1990,NHL,WAS,21,14,5,,16,22,2,,,,,,7,7,0,,7,7,0,,4,8,1,,6,5,2,,4,5,2,,9,4,2,,,,,
1990,NHL,WIN,17,18,5,,9,25,6,,,,,,5,7,1,,4,9,2,,4,6,4,,5,7,1,,5,5,3,,3,9,0,,,,,
1991,NHL,BOS,23,11,6,,13,21,6,,,,,,3,6,2,,7,4,2,,7,6,1,,9,3,1,,3,6,3,,6,7,1,,1,0,2,
1991,NHL,BUF,22,13,5,,9,24,7,,,,,,4,6,1,,5,6,2,,3,7,3,,8,3,3,,4,7,1,,6,6,2,,1,2,0,
1991,NHL,CAL,19,14,7,,12,23,5,,,,,,6,5,1,,5,5,3,,5,7,1,,5,5,2,,4,7,2,,5,7,2,,1,1,1,
1991,NHL,CHI,23,9,8,,13,20,7,,,,,,6,5,3,,4,6,2,,5,5,4,,9,3,1,,3,5,3,,9,3,2,,0,2,0,
1991,NHL,DET,24,12,4,,19,13,8,,,,,,5,6,1,,9,3,2,,9,2,1,,5,4,3,,8,4,2,,5,6,3,,2,0,0,
1991,NHL,EDM,22,13,5,,14,21,5,,,,,,5,6,2,,3,7,2,,7,5,2,,5,8,1,,9,3,0,,6,4,3,,1,1,0,
1991,NHL,HAR,13,17,10,,13,24,3,,,,,,5,3,2,,6,7,1,,3,8,1,,1,7,3,,4,6,4,,5,9,2,,2,1,0,
1991,NHL,LAK,20,11,9,,15,20,5,,,,,,7,3,3,,4,6,3,,3,7,1,,5,4,4,,9,4,2,,6,6,1,,1,1,0,
1991,NHL,MNS,20,16,4,,12,26,2,,,,,,5,6,0,,4,6,2,,7,4,1,,5,7,1,,5,9,1,,6,8,0,,0,2,1,
1991,NHL,MTL,27,8,5,,14,20,6,,,,,,9,3,1,,8,7,1,,9,4,0,,5,4,2,,6,4,4,,4,5,2,,0,1,1,
1991,NHL,NJD,24,12,4,,14,19,7,,,,,,8,5,0,,6,5,1,,4,4,5,,7,2,1,,8,5,2,,4,8,2,,1,2,0,
1991,NHL,NYI,20,15,5,,14,20,6,,,,,,3,6,2,,6,6,1,,3,6,3,,6,6,0,,9,5,1,,5,6,3,,2,0,1,
1991,NHL,NYR,28,8,4,,22,17,1,,,,,,9,5,0,,6,5,1,,10,4,0,,8,3,1,,7,3,2,,9,4,1,,1,1,0,
1991,NHL,PHI,22,11,7,,10,26,4,,,,,,4,5,1,,4,8,1,,4,4,5,,4,7,2,,7,5,2,,8,6,0,,1,2,0,
1991,NHL,PIT,21,13,6,,18,19,3,,,,,,5,5,2,,8,3,2,,9,5,0,,3,7,1,,3,7,3,,10,3,1,,1,2,0,
1991,NHL,QUE,18,19,3,,2,29,9,,,,,,2,9,1,,4,8,1,,5,5,3,,1,10,1,,1,9,3,,5,7,2,,2,0,1,
1991,NHL,SJS,14,23,3,,3,35,2,,,,,,1,13,0,,4,7,2,,3,8,1,,3,8,1,,3,8,1,,3,11,0,,0,3,0,
1991,NHL,STL,25,12,3,,11,21,8,,,,,,5,3,4,,6,6,1,,6,5,2,,5,6,2,,8,6,0,,4,7,1,,2,0,1,
1991,NHL,TOR,21,16,3,,9,27,4,,,,,,3,8,1,,4,8,3,,3,9,1,,5,5,0,,7,6,1,,7,5,1,,1,2,0,
1991,NHL,VAN,23,10,7,,19,16,5,,,,,,9,3,1,,7,4,2,,6,4,3,,7,3,1,,5,6,2,,7,5,2,,1,1,1,
1991,NHL,WAS,25,12,3,,20,15,5,,,,,,9,3,0,,9,5,0,,7,5,1,,4,4,3,,8,4,2,,7,5,1,,1,1,1,
1991,NHL,WIN,20,14,6,,13,18,9,,,,,,6,5,2,,6,3,3,,4,8,3,,5,6,2,,4,6,1,,5,4,4,,3,0,0,
1992,NHL,BOS,29,10,3,,22,16,4,,,,,,7,2,1,,7,5,1,,7,7,0,,8,5,2,,4,3,3,,11,4,0,,7,0,0,
1992,NHL,BUF,25,15,2,,13,21,8,,,,,,6,3,2,,4,8,2,,6,4,2,,10,5,0,,5,4,1,,7,5,3,,0,7,0,
1992,NHL,CAL,23,14,5,,20,16,6,,,,,,8,4,0,,6,5,2,,10,1,2,,3,9,2,,6,2,4,,4,8,0,,6,1,1,
1992,NHL,CHI,25,11,6,,22,14,6,,,,,,4,5,2,,8,5,1,,10,4,1,,9,3,4,,5,4,0,,6,3,2,,5,1,2,
1992,NHL,DET,25,14,3,,22,14,6,,,,,,7,5,0,,7,6,1,,7,6,2,,7,3,3,,5,4,3,,9,4,0,,5,0,0,
1992,NHL,EDM,16,21,5,,10,29,3,,,,,,3,8,1,,5,4,3,,5,9,1,,5,6,3,,5,7,0,,3,10,0,,0,6,0,
1992,NHL,HAR,12,25,5,,14,27,1,,,,,,3,8,0,,3,8,1,,5,7,2,,3,11,1,,3,7,0,,5,7,1,,4,4,1,
1992,NHL,LAK,22,15,5,,17,20,5,,,,,,7,4,1,,9,3,1,,4,7,2,,4,7,2,,3,8,1,,9,3,2,,3,3,1,
1992,NHL,MNS,18,17,7,,18,21,3,,,,,,6,5,1,,7,4,2,,6,4,2,,7,5,3,,4,7,1,,3,9,1,,3,4,0,
1992,NHL,MTL,27,13,2,,21,17,4,,,,,,7,3,2,,10,3,1,,5,8,1,,10,4,1,,8,1,1,,6,7,0,,2,4,0,
1992,NHL,NJD,24,14,4,,16,23,3,,,,,,7,5,0,,5,5,0,,6,6,1,,6,6,3,,7,4,1,,7,7,1,,2,4,1,
1992,NHL,NYI,20,19,3,,20,18,4,,,,,,6,5,1,,3,6,2,,7,7,1,,7,5,1,,6,5,1,,7,5,0,,4,4,1,
1992,NHL,NYR,20,17,5,,14,22,6,,,,,,7,4,1,,4,6,2,,8,6,1,,4,5,3,,5,4,3,,5,6,1,,1,8,0,
1992,NHL,OTT,9,29,4,,1,41,0,,,,,,1,9,1,,1,13,0,,1,12,2,,2,12,0,,4,7,1,,0,10,0,,1,7,0,
1992,NHL,PHI,23,14,5,,13,23,6,,,,,,3,7,3,,6,3,1,,4,8,1,,5,8,2,,4,4,4,,6,6,0,,8,1,0,
1992,NHL,PIT,32,6,4,,24,15,3,,,,,,8,1,2,,9,5,1,,9,3,1,,8,5,1,,5,5,1,,11,2,0,,6,0,1,
1992,NHL,QUE,23,17,2,,24,10,8,,,,,,7,3,1,,6,5,4,,9,4,1,,6,4,2,,7,4,1,,8,4,1,,4,3,0,
1992,NHL,SJS,8,33,1,,3,38,1,,,,,,2,9,0,,3,9,1,,1,13,0,,0,13,1,,2,11,0,,2,10,0,,1,6,0,
1992,NHL,STL,22,13,7,,15,23,4,,,,,,5,6,1,,3,6,3,,5,7,1,,9,4,2,,7,6,1,,6,4,1,,2,3,2,
1992,NHL,TBL,12,27,3,,11,27,4,,,,,,4,7,1,,6,8,1,,4,8,0,,3,10,1,,2,7,2,,3,9,0,,1,5,2,
1992,NHL,TOR,25,11,6,,19,18,5,,,,,,6,4,2,,5,5,1,,4,7,3,,9,4,1,,8,2,2,,9,3,2,,3,4,0,
1992,NHL,VAN,27,11,4,,19,18,5,,,,,,5,4,1,,9,5,1,,9,1,1,,6,4,5,,6,5,0,,5,8,1,,6,2,0,
1992,NHL,WAS,21,15,6,,22,19,1,,,,,,4,8,0,,7,5,2,,9,3,1,,5,5,3,,7,3,0,,7,6,1,,4,4,0,
1992,NHL,WIN,23,16,3,,17,21,4,,,,,,4,8,0,,4,5,2,,7,6,1,,10,3,2,,3,7,1,,7,6,1,,5,2,0,
1993,NHL,ANA,14,26,2,,19,20,3,,,,,,2,8,2,,6,7,0,,6,8,0,,6,6,2,,4,6,1,,6,8,0,,3,3,0,
1993,NHL,BOS,20,14,8,,22,15,5,,,,,,4,3,4,,8,3,2,,5,6,1,,8,4,2,,8,3,2,,6,6,2,,3,4,0,
1993,NHL,BUF,22,17,3,,21,15,6,,,,,,4,7,1,,6,5,1,,8,5,1,,5,5,2,,8,4,2,,8,3,2,,4,3,0,
1993,NHL,CAL,25,12,5,,17,17,8,,,,,,8,3,2,,7,4,2,,5,7,2,,4,5,3,,8,3,1,,6,5,2,,4,2,1,
1993,NHL,CHI,21,16,5,,18,20,4,,,,,,4,7,2,,8,2,0,,6,5,2,,5,6,2,,6,7,1,,6,7,2,,4,2,0,
1993,NHL,DAL,23,12,7,,19,17,6,,,,,,6,4,2,,6,5,4,,8,4,1,,7,6,0,,7,2,1,,5,5,4,,3,3,1,
1993,NHL,DET,23,13,6,,23,17,2,,,,,,5,7,0,,6,3,2,,9,3,1,,8,3,2,,9,4,0,,7,7,1,,2,3,2,
1993,NHL,EDM,17,22,3,,8,23,11,,,,,,2,10,1,,2,9,2,,7,5,2,,2,7,3,,4,7,2,,5,5,2,,3,2,2,
1993,NHL,FLO,15,18,9,,18,16,8,,,,,,4,5,3,,4,8,0,,7,2,3,,6,2,4,,5,9,0,,6,6,3,,1,2,4,
1993,NHL,HAR,14,22,6,,13,26,3,,,,,,3,8,1,,4,7,1,,6,6,1,,4,8,2,,4,6,2,,4,10,1,,2,3,1,
1993,NHL,LAK,18,19,5,,9,26,7,,,,,,6,5,2,,3,8,0,,5,7,1,,5,5,3,,2,8,3,,4,7,2,,2,5,1,
1993,NHL,MTL,26,12,4,,15,17,10,,,,,,7,3,2,,4,6,1,,5,6,3,,8,4,2,,9,3,1,,6,3,4,,2,4,1,
1993,NHL,NJD,29,11,2,,18,14,10,,,,,,8,2,0,,7,4,2,,6,6,2,,6,4,2,,6,4,3,,12,1,2,,2,4,1,
1993,NHL,NYI,23,15,4,,13,21,8,,,,,,3,7,1,,6,6,1,,6,4,1,,2,8,2,,9,4,1,,5,6,4,,5,1,2,
1993,NHL,NYR,28,8,6,,24,16,2,,,,,,7,5,1,,11,1,1,,8,3,1,,7,4,0,,7,5,1,,7,5,3,,5,1,1,
1993,NHL,OTT,8,30,4,,6,31,5,,,,,,2,6,2,,3,9,1,,3,13,0,,1,9,4,,1,9,1,,3,10,0,,1,5,1,
1993,NHL,PHI,19,20,3,,16,19,7,,,,,,9,3,0,,7,6,1,,4,8,2,,4,6,0,,5,8,1,,4,7,3,,2,1,3,
1993,NHL,PIT,25,9,8,,19,18,5,,,,,,7,4,1,,5,3,5,,6,4,2,,6,3,3,,7,6,1,,9,5,1,,4,2,0,
1993,NHL,QUE,19,17,6,,15,25,2,,,,,,5,6,1,,3,6,3,,8,5,1,,4,8,0,,4,8,0,,7,6,2,,3,3,1,
1993,NHL,SJS,19,13,10,,14,22,6,,,,,,3,9,1,,7,4,3,,2,7,3,,4,2,4,,6,8,1,,8,3,3,,3,2,1,
1993,NHL,STL,23,11,8,,17,22,3,,,,,,7,2,1,,5,4,4,,7,8,0,,7,4,2,,6,5,1,,5,7,1,,3,3,2,
1993,NHL,TBL,14,22,6,,16,21,5,,,,,,3,8,1,,3,8,1,,6,6,2,,7,4,2,,4,7,2,,3,7,3,,4,3,0,
1993,NHL,TOR,23,15,4,,20,14,8,,,,,,10,1,0,,7,4,4,,4,7,2,,7,2,4,,6,5,1,,6,7,1,,3,3,0,
1993,NHL,VAN,20,19,3,,21,21,0,,,,,,7,3,0,,7,7,0,,5,8,0,,6,5,2,,5,5,1,,8,8,0,,3,4,0,
1993,NHL,WAS,17,16,9,,22,19,1,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1,,9,2,2,,4,6,4,,4,3,0,
1993,NHL,WIN,15,23,4,,9,28,5,,,,,,6,5,1,,4,8,2,,5,7,2,,2,9,1,,0,11,2,,6,6,0,,1,5,1,
1994,NHL,ANA,11,9,4,,5,18,1,,,,,,,,,,,,,,,,,,3,3,0,,2,8,1,,4,8,3,,6,7,1,
1994,NHL,BOS,15,7,2,,12,11,1,,,,,,,,,,,,,,,,,,3,2,0,,7,4,2,,7,6,0,,8,6,1,
1994,NHL,BUF,15,8,1,,7,11,6,,,,,,,,,,,,,,,,,,3,2,1,,4,5,2,,7,5,2,,6,7,2,
1994,NHL,CAL,15,7,2,,9,10,5,,,,,,,,,,,,,,,,,,2,2,1,,8,4,2,,6,7,2,,7,4,2,
1994,NHL,CHI,11,10,3,,13,9,2,,,,,,,,,,,,,,,,,,3,3,0,,9,2,1,,7,5,2,,3,9,2,
1994,NHL,DAL,9,10,5,,8,13,3,,,,,,,,,,,,,,,,,,2,2,1,,3,8,2,,6,5,2,,6,7,3,
1994,NHL,DET,17,4,3,,16,7,1,,,,,,,,,,,,,,,,,,5,1,0,,7,4,1,,10,2,1,,10,4,2,
1994,NHL,EDM,11,12,1,,6,15,3,,,,,,,,,,,,,,,,,,2,4,0,,5,6,2,,5,7,1,,5,8,1,
1994,NHL,FLO,9,12,3,,11,10,3,,,,,,,,,,,,,,,,,,3,4,0,,4,7,2,,6,5,2,,5,6,2,
1994,NHL,HAR,12,10,2,,7,14,3,,,,,,,,,,,,,,,,,,1,2,2,,6,7,1,,6,6,2,,6,8,0,
1994,NHL,LAK,7,11,6,,9,12,3,,,,,,,,,,,,,,,,,,1,4,1,,4,5,3,,6,6,2,,4,7,3,
1994,NHL,MTL,15,5,4,,3,18,3,,,,,,,,,,,,,,,,,,2,2,1,,5,6,3,,4,7,1,,7,6,2,
1994,NHL,NJD,14,4,6,,8,14,2,,,,,,,,,,,,,,,,,,1,3,1,,6,4,3,,7,6,2,,8,4,2,
1994,NHL,NYI,10,11,3,,5,17,2,,,,,,,,,,,,,,,,,,3,2,1,,5,6,2,,2,10,1,,5,9,1,
1994,NHL,NYR,11,10,3,,11,13,0,,,,,,,,,,,,,,,,,,2,4,0,,7,4,3,,4,8,0,,9,6,0,
1994,NHL,OTT,5,16,3,,4,18,2,,,,,,,,,,,,,,,,,,0,3,2,,2,9,1,,2,11,1,,4,10,1,
1994,NHL,PHI,16,7,1,,12,9,3,,,,,,,,,,,,,,,,,,2,4,1,,6,4,1,,9,4,2,,10,4,0,
1994,NHL,PIT,18,5,1,,11,11,2,,,,,,,,,,,,,,,,,,5,0,0,,9,3,2,,8,6,0,,7,5,1,
1994,NHL,QUE,19,1,4,,11,12,1,,,,,,,,,,,,,,,,,,5,0,0,,8,4,2,,10,4,1,,6,5,2,
1994,NHL,SJS,10,13,1,,9,12,3,,,,,,,,,,,,,,,,,,4,1,0,,4,8,2,,4,8,0,,6,8,1,
1994,NHL,STL,16,6,2,,12,9,3,,,,,,,,,,,,,,,,,,4,2,0,,8,3,1,,7,5,1,,8,4,3,
1994,NHL,TBL,10,14,0,,7,14,3,,,,,,,,,,,,,,,,,,3,3,0,,5,6,2,,5,8,0,,4,10,1,
1994,NHL,TOR,15,7,2,,6,12,6,,,,,,,,,,,,,,,,,,3,2,1,,6,7,2,,6,3,4,,5,6,1,
1994,NHL,VAN,10,8,6,,8,10,6,,,,,,,,,,,,,,,,,,1,3,1,,4,4,5,,6,6,2,,7,5,3,
1994,NHL,WAS,15,6,3,,7,12,5,,,,,,,,,,,,,,,,,,1,3,1,,2,7,4,,11,2,2,,7,6,1,
1994,NHL,WIN,10,10,4,,6,15,3,,,,,,,,,,,,,,,,,,1,4,1,,5,6,2,,3,8,2,,7,5,2,
1995,NHL,ANA,22,15,4,,13,24,4,,,,,,3,8,0,,8,5,1,,3,9,3,,4,5,1,,5,8,0,,7,3,2,,5,1,1,
1995,NHL,BOS,22,14,5,,18,17,6,,,,,,3,5,2,,5,5,2,,7,4,1,,6,6,1,,6,6,2,,9,4,1,,4,1,2,
1995,NHL,BUF,19,17,5,,14,25,2,,,,,,3,7,0,,7,4,2,,6,8,1,,4,7,0,,6,3,3,,2,11,1,,5,2,0,
1995,NHL,CAL,18,18,5,,16,19,6,,,,,,1,7,3,,3,8,2,,7,6,2,,7,2,2,,6,5,2,,7,6,0,,3,3,0,
1995,NHL,CHI,22,13,6,,18,15,8,,,,,,6,5,1,,5,4,4,,8,3,3,,7,3,3,,7,4,0,,5,7,1,,2,2,2,
1995,NHL,COL,24,10,7,,23,15,3,,,,,,7,3,1,,8,2,3,,7,6,1,,4,4,4,,9,3,1,,8,5,0,,4,2,0,
1995,NHL,DAL,14,18,9,,12,24,5,,,,,,5,4,2,,3,3,3,,2,10,2,,4,7,4,,5,7,1,,5,7,1,,2,4,1,
1995,NHL,DET,36,3,2,,26,10,5,,,,,,5,4,2,,9,2,0,,13,1,0,,8,2,2,,11,2,0,,12,1,1,,4,1,2,
1995,NHL,EDM,15,21,5,,15,23,3,,,,,,4,5,1,,3,7,4,,6,8,1,,5,6,0,,4,7,1,,7,6,1,,1,5,0,
1995,NHL,FLO,25,12,4,,16,19,6,,,,,,7,4,0,,10,2,1,,8,4,1,,6,4,3,,4,5,3,,3,9,1,,3,3,1,
1995,NHL,HAR,22,15,4,,12,24,5,,,,,,4,4,1,,5,7,1,,2,10,3,,8,4,1,,6,3,1,,6,6,2,,3,5,0,
1995,NHL,LAK,16,16,9,,8,24,9,,,,,,4,3,4,,7,7,1,,3,5,4,,3,8,2,,1,9,4,,4,6,2,,2,2,1,
1995,NHL,MTL,23,12,6,,17,20,4,,,,,,6,5,0,,6,5,1,,7,6,1,,6,3,4,,5,7,1,,9,3,1,,1,3,2,
1995,NHL,NJD,22,17,2,,15,16,10,,,,,,6,4,0,,5,6,3,,4,9,1,,7,3,1,,5,3,3,,7,4,4,,3,4,0,
1995,NHL,NYI,14,21,6,,8,29,4,,,,,,2,6,2,,3,9,1,,4,7,3,,4,5,2,,5,8,0,,2,12,0,,2,3,2,
1995,NHL,NYR,22,10,9,,19,17,5,,,,,,7,3,1,,7,5,2,,11,3,3,,5,0,4,,5,6,1,,4,4,3,,2,6,0,
1995,NHL,OTT,8,28,5,,10,31,0,,,,,,5,5,0,,1,11,1,,2,12,0,,1,10,1,,3,8,1,,3,10,1,,3,3,1,
1995,NHL,PHI,27,9,5,,18,15,8,,,,,,7,1,3,,9,5,1,,6,5,2,,2,3,5,,7,4,1,,9,4,1,,5,2,0,
1995,NHL,PIT,32,9,0,,17,20,4,,,,,,4,2,2,,10,3,1,,10,4,0,,7,7,0,,6,5,1,,9,5,0,,3,3,0,
1995,NHL,SJS,12,26,3,,8,29,4,,,,,,0,7,3,,3,10,1,,5,8,0,,3,10,0,,3,7,2,,4,9,1,,2,4,0,
1995,NHL,STL,15,17,9,,17,17,7,,,,,,5,5,1,,5,7,2,,6,5,2,,5,3,3,,5,4,4,,5,7,2,,1,3,2,
1995,NHL,TBL,22,14,5,,16,18,7,,,,,,2,4,4,,7,6,1,,7,5,1,,5,5,1,,7,5,1,,6,4,4,,4,3,0,
1995,NHL,TOR,19,15,7,,15,21,5,,,,,,4,5,1,,7,4,3,,8,4,2,,3,6,3,,3,9,1,,6,6,2,,3,2,0,
1995,NHL,VAN,15,19,7,,17,16,8,,,,,,4,4,2,,2,7,5,,6,4,3,,5,5,2,,7,4,3,,6,8,0,,2,3,0,
1995,NHL,WAS,21,15,5,,18,17,6,,,,,,7,3,0,,4,8,2,,7,4,1,,5,6,2,,6,4,3,,7,4,3,,3,3,0,
1995,NHL,WIN,22,16,3,,14,24,3,,,,,,6,4,2,,6,6,0,,4,9,1,,5,5,1,,5,6,0,,7,8,1,,3,2,1,
1996,NHL,ANA,23,12,6,,13,21,7,,,,,,1,9,2,,6,5,2,,6,5,1,,7,5,1,,6,6,1,,7,3,4,,3,0,2,
1996,NHL,BOS,14,20,7,,12,27,2,,,,,,4,4,2,,5,6,2,,4,7,2,,5,8,0,,3,8,2,,3,10,1,,2,4,0,
1996,NHL,BUF,24,11,6,,16,19,6,,,,,,5,6,0,,8,5,1,,7,4,2,,7,4,2,,5,1,5,,6,6,1,,2,4,1,
1996,NHL,CAL,21,18,2,,11,23,7,,,,,,7,5,1,,3,9,1,,3,7,3,,5,5,1,,8,5,1,,6,5,1,,0,5,1,
1996,NHL,CHI,16,21,4,,18,14,9,,,,,,6,5,2,,6,7,1,,3,8,3,,3,6,2,,7,3,1,,6,4,3,,3,2,1,
1996,NHL,COL,26,10,5,,23,14,4,,,,,,8,4,1,,8,2,3,,7,4,1,,8,2,3,,7,4,0,,8,5,1,,3,3,0,
1996,NHL,DAL,25,13,3,,23,13,5,,,,,,9,2,0,,7,6,1,,6,5,2,,7,5,1,,9,4,0,,8,1,2,,2,3,2,
1996,NHL,DET,20,12,9,,18,14,9,,,,,,7,4,1,,7,4,2,,6,4,3,,2,5,3,,8,2,3,,6,5,3,,2,2,3,
1996,NHL,EDM,21,16,4,,15,21,5,,,,,,7,5,0,,6,7,1,,4,7,3,,8,3,1,,4,6,2,,6,7,0,,1,2,2,
1996,NHL,FLO,21,12,8,,14,16,11,,,,,,8,0,4,,7,3,2,,5,6,3,,6,5,1,,3,5,5,,4,7,3,,2,2,1,
1996,NHL,HAR,23,15,3,,9,24,8,,,,,,5,2,2,,6,5,3,,6,6,1,,3,10,1,,4,6,2,,5,7,1,,3,3,1,
1996,NHL,LAK,18,16,7,,10,27,4,,,,,,5,6,2,,5,6,1,,3,9,1,,5,6,2,,5,6,2,,3,8,2,,2,2,1,
1996,NHL,MTL,17,17,7,,14,19,8,,,,,,4,5,2,,6,7,2,,3,6,3,,6,7,1,,4,5,3,,5,4,3,,3,2,1,
1996,NHL,NJD,23,9,9,,22,14,5,,,,,,4,5,1,,8,5,0,,8,3,2,,4,4,4,,7,1,5,,10,3,1,,4,2,1,
1996,NHL,NYI,19,18,4,,10,23,8,,,,,,1,5,4,,5,5,4,,6,7,0,,4,9,1,,4,6,1,,8,4,1,,1,5,1,
1996,NHL,NYR,21,14,6,,17,20,4,,,,,,5,6,3,,4,7,1,,11,3,1,,5,4,2,,3,6,2,,7,6,0,,3,2,1,
1996,NHL,OTT,16,17,8,,15,19,7,,,,,,3,3,4,,4,7,2,,4,7,1,,4,6,3,,6,5,3,,5,6,2,,5,2,0,
1996,NHL,PHI,23,12,6,,22,12,7,,,,,,6,7,0,,7,5,1,,11,0,2,,5,2,4,,7,3,2,,7,5,2,,2,2,2,
1996,NHL,PHO,15,19,7,,23,18,0,,,,,,4,6,1,,4,6,3,,9,5,0,,5,7,0,,6,7,0,,7,4,2,,3,2,1,
