year,lgID,tmID,oppID,W,L,T,OTL
1973,WHA,HOU,NYJ,5,1,0,
1973,WHA,HOU,QUN,2,3,1,
1973,WHA,HOU,TOT,2,4,0,
1973,WHA,HOU,VAB,8,0,0,
1973,WHA,HOU,WIJ,5,1,2,
1973,WHA,LAS,CHC,1,5,0,
1973,WHA,LAS,CLC,1,5,0,
1973,WHA,LAS,EDO,4,4,0,
1973,WHA,LAS,HOU,2,8,0,
1973,WHA,LAS,MFS,2,6,0,
1973,WHA,LAS,NEW,1,5,0,
1973,WHA,LAS,NYJ,3,3,0,
1973,WHA,LAS,QUN,2,4,0,
1973,WHA,LAS,TOT,2,4,0,
1973,WHA,LAS,VAB,3,5,0,
1973,WHA,LAS,WIJ,4,4,0,
1973,WHA,MFS,CHC,4,2,0,
1973,WHA,MFS,CLC,4,3,1,
1973,WHA,MFS,EDO,3,5,0,
1973,WHA,MFS,HOU,3,5,0,
1973,WHA,MFS,LAS,6,2,0,
1973,WHA,MFS,NEW,4,1,1,
1973,WHA,MFS,NYJ,2,4,0,
1973,WHA,MFS,QUN,4,2,0,
1973,WHA,MFS,TOT,2,4,0,
1973,WHA,MFS,VAB,5,3,0,
1973,WHA,MFS,WIJ,7,1,0,
1973,WHA,NEW,CHC,4,4,0,
1973,WHA,NEW,CLC,5,3,0,
1973,WHA,NEW,EDO,3,2,1,
1973,WHA,NEW,HOU,4,2,0,
1973,WHA,NEW,LAS,5,1,0,
1973,WHA,NEW,MFS,1,4,1,
1973,WHA,NEW,NYJ,8,1,1,
1973,WHA,NEW,QUN,3,5,0,
1973,WHA,NEW,TOT,3,4,1,
1973,WHA,NEW,VAB,4,2,0,
1973,WHA,NEW,WIJ,3,3,0,
1973,WHA,NYJ,CHC,4,4,0,
1973,WHA,NYJ,CLC,4,2,2,
1973,WHA,NYJ,EDO,1,5,0,
1973,WHA,NYJ,HOU,1,5,0,
1973,WHA,NYJ,LAS,3,3,0,
1973,WHA,NYJ,MFS,4,2,0,
1973,WHA,NYJ,NEW,1,8,1,
1973,WHA,NYJ,QUN,4,4,0,
1973,WHA,NYJ,TOT,3,4,1,
1973,WHA,NYJ,VAB,5,1,0,
1973,WHA,NYJ,WIJ,2,4,0,
1973,WHA,QUN,CHC,3,5,0,
1973,WHA,QUN,CLC,4,3,1,
1973,WHA,QUN,EDO,3,2,1,
1973,WHA,QUN,HOU,3,2,1,
1973,WHA,QUN,LAS,4,2,0,
1973,WHA,QUN,MFS,2,4,0,
1973,WHA,QUN,NEW,5,3,0,
1973,WHA,QUN,NYJ,4,4,0,
1973,WHA,QUN,TOT,5,5,0,
1973,WHA,QUN,VAB,4,2,0,
1973,WHA,QUN,WIJ,1,4,1,
1973,WHA,TOT,CHC,2,5,1,
1973,WHA,TOT,CLC,3,5,0,
1973,WHA,TOT,EDO,2,4,0,
1973,WHA,TOT,HOU,4,2,0,
1973,WHA,TOT,LAS,4,2,0,
1973,WHA,TOT,MFS,4,2,0,
1973,WHA,TOT,NEW,4,3,1,
1973,WHA,TOT,NYJ,4,3,1,
1973,WHA,TOT,QUN,5,5,0,
1973,WHA,TOT,VAB,6,0,0,
1973,WHA,TOT,WIJ,3,2,1,
1973,WHA,VAB,CHC,1,4,1,
1973,WHA,VAB,CLC,3,3,0,
1973,WHA,VAB,EDO,6,4,0,
1973,WHA,VAB,HOU,0,8,0,
1973,WHA,VAB,LAS,5,3,0,
1973,WHA,VAB,MFS,3,5,0,
1973,WHA,VAB,NEW,2,4,0,
1973,WHA,VAB,NYJ,1,5,0,
1973,WHA,VAB,QUN,2,4,0,
1973,WHA,VAB,TOT,0,6,0,
1973,WHA,VAB,WIJ,4,4,0,
1973,WHA,WIJ,CHC,4,3,1,
1973,WHA,WIJ,CLC,2,4,0,
1973,WHA,WIJ,EDO,5,3,0,
1973,WHA,WIJ,HOU,1,5,2,
1973,WHA,WIJ,LAS,4,4,0,
1973,WHA,WIJ,MFS,1,7,0,
1973,WHA,WIJ,NEW,3,3,0,
1973,WHA,WIJ,NYJ,4,2,0,
1973,WHA,WIJ,QUN,4,1,1,
1973,WHA,WIJ,TOT,2,3,1,
1973,WHA,WIJ,VAB,4,4,0,
1974,NHL,ATF,BOS,0,4,1,
1974,NHL,ATF,BUF,2,1,1,
1974,NHL,ATF,CHI,2,3,0,
1974,NHL,ATF,CLF,2,2,0,
1974,NHL,ATF,DET,2,2,0,
1974,NHL,ATF,KCS,4,0,1,
1974,NHL,ATF,LAK,2,1,1,
1974,NHL,ATF,MNS,3,1,1,
1974,NHL,ATF,MTL,0,3,1,
1974,NHL,ATF,NYI,2,1,3,
1974,NHL,ATF,NYR,3,3,0,
1974,NHL,ATF,PHI,2,3,1,
1974,NHL,ATF,PIT,1,1,2,
1974,NHL,ATF,STL,2,3,0,
1974,NHL,ATF,TOR,3,1,0,
1974,NHL,ATF,VAN,1,2,2,
1974,NHL,ATF,WAS,3,0,1,
1974,NHL,BOS,ATF,4,0,1,
1974,NHL,BOS,BUF,1,4,1,
1974,NHL,BOS,CHI,2,2,0,
1974,NHL,BOS,CLF,4,2,0,
1974,NHL,BOS,DET,4,1,0,
1974,NHL,BOS,KCS,2,1,1,
1974,NHL,BOS,LAK,2,3,0,
1974,NHL,BOS,MNS,3,0,1,
1974,NHL,BOS,MTL,0,3,2,
1974,NHL,BOS,NYI,2,2,0,
1974,NHL,BOS,NYR,3,1,0,
1974,NHL,BOS,PHI,2,1,1,
1974,NHL,BOS,PIT,2,1,2,
1974,NHL,BOS,STL,1,2,1,
1974,NHL,BOS,TOR,1,2,3,
1974,NHL,BOS,VAN,3,1,0,
1974,NHL,BOS,WAS,4,0,1,
1974,NHL,BUF,ATF,1,2,1,
1974,NHL,BUF,BOS,4,1,1,
1974,NHL,BUF,CHI,3,1,0,
1974,NHL,BUF,CLF,4,0,2,
1974,NHL,BUF,DET,3,1,1,
1974,NHL,BUF,KCS,4,0,0,
1974,NHL,BUF,LAK,1,3,1,
1974,NHL,BUF,MNS,3,1,0,
1974,NHL,BUF,MTL,4,0,1,
1974,NHL,BUF,NYI,2,0,2,
1974,NHL,BUF,NYR,4,1,0,
1974,NHL,BUF,PHI,0,3,1,
1974,NHL,BUF,PIT,3,0,2,
1974,NHL,BUF,STL,2,0,2,
1974,NHL,BUF,TOR,4,1,1,
1974,NHL,BUF,VAN,2,2,0,
1974,NHL,BUF,WAS,5,0,0,
1974,NHL,CHI,ATF,3,2,0,
1974,NHL,CHI,BOS,2,2,0,
1974,NHL,CHI,BUF,1,3,0,
1974,NHL,CHI,CLF,3,1,0,
1974,NHL,CHI,DET,2,1,1,
1974,NHL,CHI,KCS,4,1,1,
1974,NHL,CHI,LAK,2,2,0,
1974,NHL,CHI,MNS,5,1,0,
1974,NHL,CHI,MTL,0,3,1,
1974,NHL,CHI,NYI,1,1,3,
1974,NHL,CHI,NYR,1,3,1,
1974,NHL,CHI,PHI,1,4,0,
1974,NHL,CHI,PIT,1,2,1,
1974,NHL,CHI,STL,4,2,0,
1974,NHL,CHI,TOR,2,2,0,
1974,NHL,CHI,VAN,2,4,0,
1974,NHL,CHI,WAS,3,1,0,
1974,NHL,CLF,ATF,2,2,0,
1974,NHL,CLF,BOS,2,4,0,
1974,NHL,CLF,BUF,0,4,2,
1974,NHL,CLF,CHI,1,3,0,
1974,NHL,CLF,DET,2,2,1,
1974,NHL,CLF,KCS,1,2,1,
1974,NHL,CLF,LAK,1,2,2,
1974,NHL,CLF,MNS,1,3,0,
1974,NHL,CLF,MTL,0,5,0,
1974,NHL,CLF,NYI,1,2,1,
1974,NHL,CLF,NYR,0,2,2,
1974,NHL,CLF,PHI,2,3,0,
1974,NHL,CLF,PIT,0,4,1,
1974,NHL,CLF,STL,2,1,1,
1974,NHL,CLF,TOR,1,3,2,
1974,NHL,CLF,VAN,0,4,0,
1974,NHL,CLF,WAS,3,2,0,
1974,NHL,DET,ATF,2,2,0,
1974,NHL,DET,BOS,1,4,0,
1974,NHL,DET,BUF,1,3,1,
1974,NHL,DET,CHI,1,2,1,
1974,NHL,DET,CLF,2,2,1,
1974,NHL,DET,KCS,3,1,0,
1974,NHL,DET,LAK,0,5,1,
1974,NHL,DET,MNS,0,2,2,
1974,NHL,DET,MTL,0,4,2,
1974,NHL,DET,NYI,2,2,0,
1974,NHL,DET,NYR,1,2,1,
1974,NHL,DET,PHI,1,2,1,
1974,NHL,DET,PIT,2,4,0,
1974,NHL,DET,STL,0,3,1,
1974,NHL,DET,TOR,1,3,1,
1974,NHL,DET,VAN,1,3,0,
1974,NHL,DET,WAS,5,1,0,
1974,NHL,KCS,ATF,0,4,1,
1974,NHL,KCS,BOS,1,2,1,
1974,NHL,KCS,BUF,0,4,0,
1974,NHL,KCS,CHI,1,4,1,
1974,NHL,KCS,CLF,2,1,1,
1974,NHL,KCS,DET,1,3,0,
1974,NHL,KCS,LAK,1,3,0,
1974,NHL,KCS,MNS,2,4,0,
1974,NHL,KCS,MTL,0,4,0,
1974,NHL,KCS,NYI,1,4,0,
1974,NHL,KCS,NYR,0,4,1,
1974,NHL,KCS,PHI,0,4,1,
1974,NHL,KCS,PIT,0,2,2,
1974,NHL,KCS,STL,1,5,0,
1974,NHL,KCS,TOR,1,2,1,
1974,NHL,KCS,VAN,1,3,2,
1974,NHL,KCS,WAS,3,1,0,
1974,NHL,LAK,ATF,1,2,1,
1974,NHL,LAK,BOS,3,2,0,
1974,NHL,LAK,BUF,3,1,1,
1974,NHL,LAK,CHI,2,2,0,
1974,NHL,LAK,CLF,2,1,2,
1974,NHL,LAK,DET,5,0,1,
1974,NHL,LAK,KCS,3,1,0,
1974,NHL,LAK,MNS,4,0,0,
1974,NHL,LAK,MTL,1,2,3,
1974,NHL,LAK,NYI,0,1,3,
1974,NHL,LAK,NYR,1,1,2,
1974,NHL,LAK,PHI,1,2,1,
1974,NHL,LAK,PIT,3,1,2,
1974,NHL,LAK,STL,3,0,1,
1974,NHL,LAK,TOR,4,0,1,
1974,NHL,LAK,VAN,1,1,2,
1974,NHL,LAK,WAS,5,0,1,
1974,NHL,MNS,ATF,1,3,1,
1974,NHL,MNS,BOS,0,3,1,
1974,NHL,MNS,BUF,1,3,0,
1974,NHL,MNS,CHI,1,5,0,
1974,NHL,MNS,CLF,3,1,0,
1974,NHL,MNS,DET,2,0,2,
1974,NHL,MNS,KCS,4,2,0,
1974,NHL,MNS,LAK,0,4,0,
1974,NHL,MNS,MTL,0,4,0,
1974,NHL,MNS,NYI,0,4,1,
1974,NHL,MNS,NYR,1,4,0,
1974,NHL,MNS,PHI,1,4,0,
1974,NHL,MNS,PIT,1,3,0,
1974,NHL,MNS,STL,1,5,0,
1974,NHL,MNS,TOR,1,3,0,
1974,NHL,MNS,VAN,3,2,1,
1974,NHL,MNS,WAS,3,0,1,
1974,NHL,MTL,ATF,3,0,1,
1974,NHL,MTL,BOS,3,0,2,
1974,NHL,MTL,BUF,0,4,1,
1974,NHL,MTL,CHI,3,0,1,
1974,NHL,MTL,CLF,5,0,0,
1974,NHL,MTL,DET,4,0,2,
1974,NHL,MTL,KCS,4,0,0,
1974,NHL,MTL,LAK,2,1,3,
1974,NHL,MTL,MNS,4,0,0,
1974,NHL,MTL,NYI,0,2,2,
1974,NHL,MTL,NYR,2,0,2,
1974,NHL,MTL,PHI,1,2,1,
1974,NHL,MTL,PIT,4,1,1,
1974,NHL,MTL,STL,1,2,1,
1974,NHL,MTL,TOR,1,2,2,
1974,NHL,MTL,VAN,4,0,0,
1974,NHL,MTL,WAS,6,0,0,
1974,NHL,NYI,ATF,1,2,3,
1974,NHL,NYI,BOS,2,2,0,
1974,NHL,NYI,BUF,0,2,2,
1974,NHL,NYI,CHI,1,1,3,
1974,NHL,NYI,CLF,2,1,1,
1974,NHL,NYI,DET,2,2,0,
1974,NHL,NYI,KCS,4,1,0,
1974,NHL,NYI,LAK,1,0,3,
1974,NHL,NYI,MNS,4,0,1,
1974,NHL,NYI,MTL,2,0,2,
1974,NHL,NYI,NYR,2,3,1,
1974,NHL,NYI,PHI,1,3,2,
1974,NHL,NYI,PIT,2,2,0,
1974,NHL,NYI,STL,2,2,1,
1974,NHL,NYI,TOR,2,2,1,
1974,NHL,NYI,VAN,1,2,2,
1974,NHL,NYI,WAS,4,0,0,
1974,NHL,NYR,ATF,3,3,0,
1974,NHL,NYR,BOS,1,3,0,
1974,NHL,NYR,BUF,1,4,0,
1974,NHL,NYR,CHI,3,1,1,
1974,NHL,NYR,CLF,2,0,2,
1974,NHL,NYR,DET,2,1,1,
1974,NHL,NYR,KCS,4,0,1,
1974,NHL,NYR,LAK,1,1,2,
1974,NHL,NYR,MNS,4,1,0,
1974,NHL,NYR,MTL,0,2,2,
1974,NHL,NYR,NYI,3,2,1,
1974,NHL,NYR,PHI,2,3,1,
1974,NHL,NYR,PIT,2,2,0,
1974,NHL,NYR,STL,3,1,1,
1974,NHL,NYR,TOR,1,2,1,
1974,NHL,NYR,VAN,3,2,0,
1974,NHL,NYR,WAS,2,1,1,
1974,NHL,PHI,ATF,3,2,1,
1974,NHL,PHI,BOS,1,2,1,
1974,NHL,PHI,BUF,3,0,1,
1974,NHL,PHI,CHI,4,1,0,
1974,NHL,PHI,CLF,3,2,0,
1974,NHL,PHI,DET,2,1,1,
1974,NHL,PHI,KCS,4,0,1,
1974,NHL,PHI,LAK,2,1,1,
1974,NHL,PHI,MNS,4,1,0,
1974,NHL,PHI,MTL,2,1,1,
1974,NHL,PHI,NYI,3,1,2,
1974,NHL,PHI,NYR,3,2,1,
1974,NHL,PHI,PIT,3,1,0,
1974,NHL,PHI,STL,3,2,0,
1974,NHL,PHI,TOR,3,0,1,
1974,NHL,PHI,VAN,4,1,0,
1974,NHL,PHI,WAS,4,0,0,
1974,NHL,PIT,ATF,1,1,2,
1974,NHL,PIT,BOS,1,2,2,
1974,NHL,PIT,BUF,0,3,2,
1974,NHL,PIT,CHI,2,1,1,
1974,NHL,PIT,CLF,4,0,1,
1974,NHL,PIT,DET,4,2,0,
1974,NHL,PIT,KCS,2,0,2,
1974,NHL,PIT,LAK,1,3,2,
1974,NHL,PIT,MNS,3,1,0,
1974,NHL,PIT,MTL,1,4,1,
1974,NHL,PIT,NYI,2,2,0,
1974,NHL,PIT,NYR,2,2,0,
1974,NHL,PIT,PHI,1,3,0,
1974,NHL,PIT,STL,1,1,2,
1974,NHL,PIT,TOR,4,1,0,
1974,NHL,PIT,VAN,3,1,0,
1974,NHL,PIT,WAS,5,1,0,
1974,NHL,STL,ATF,3,2,0,
1974,NHL,STL,BOS,2,1,1,
1974,NHL,STL,BUF,0,2,2,
1974,NHL,STL,CHI,2,4,0,
1974,NHL,STL,CLF,1,2,1,
1974,NHL,STL,DET,3,0,1,
1974,NHL,STL,KCS,5,1,0,
1974,NHL,STL,LAK,0,3,1,
1974,NHL,STL,MNS,5,1,0,
1974,NHL,STL,MTL,2,1,1,
1974,NHL,STL,NYI,2,2,1,
1974,NHL,STL,NYR,1,3,1,
1974,NHL,STL,PHI,2,3,0,
1974,NHL,STL,PIT,1,1,2,
1974,NHL,STL,TOR,0,2,2,
1974,NHL,STL,VAN,2,3,1,
1974,NHL,STL,WAS,4,0,0,
1974,NHL,TOR,ATF,1,3,0,
1974,NHL,TOR,BOS,2,1,3,
1974,NHL,TOR,BUF,1,4,1,
1974,NHL,TOR,CHI,2,2,0,
1974,NHL,TOR,CLF,3,1,2,
1974,NHL,TOR,DET,3,1,1,
1974,NHL,TOR,KCS,2,1,1,
1974,NHL,TOR,LAK,0,4,1,
1974,NHL,TOR,MNS,3,1,0,
1974,NHL,TOR,MTL,2,1,2,
1974,NHL,TOR,NYI,2,2,1,
1974,NHL,TOR,NYR,2,1,1,
1974,NHL,TOR,PHI,0,3,1,
1974,NHL,TOR,PIT,1,4,0,
1974,NHL,TOR,STL,2,0,2,
1974,NHL,TOR,VAN,1,3,0,
1974,NHL,TOR,WAS,4,1,0,
1974,NHL,VAN,ATF,2,1,2,
1974,NHL,VAN,BOS,1,3,0,
1974,NHL,VAN,BUF,2,2,0,
1974,NHL,VAN,CHI,4,2,0,
1974,NHL,VAN,CLF,4,0,0,
1974,NHL,VAN,DET,3,1,0,
1974,NHL,VAN,KCS,3,1,2,
1974,NHL,VAN,LAK,1,1,2,
1974,NHL,VAN,MNS,2,3,1,
1974,NHL,VAN,MTL,0,4,0,
1974,NHL,VAN,NYI,2,1,2,
1974,NHL,VAN,NYR,2,3,0,
1974,NHL,VAN,PHI,1,4,0,
1974,NHL,VAN,PIT,1,3,0,
1974,NHL,VAN,STL,3,2,1,
1974,NHL,VAN,TOR,3,1,0,
1974,NHL,VAN,WAS,4,0,0,
1974,NHL,WAS,ATF,0,3,1,
1974,NHL,WAS,BOS,0,4,1,
1974,NHL,WAS,BUF,0,5,0,
1974,NHL,WAS,CHI,1,3,0,
1974,NHL,WAS,CLF,2,3,0,
1974,NHL,WAS,DET,1,5,0,
1974,NHL,WAS,KCS,1,3,0,
1974,NHL,WAS,LAK,0,5,1,
1974,NHL,WAS,MNS,0,3,1,
1974,NHL,WAS,MTL,0,6,0,
1974,NHL,WAS,NYI,0,4,0,
1974,NHL,WAS,NYR,1,2,1,
1974,NHL,WAS,PHI,0,4,0,
1974,NHL,WAS,PIT,1,5,0,
1974,NHL,WAS,STL,0,4,0,
1974,NHL,WAS,TOR,1,4,0,
1974,NHL,WAS,VAN,0,4,0,
1974,WHA,CHC,CLC,4,2,0,
1974,WHA,CHC,EDO,2,4,0,
1974,WHA,CHC,HOU,0,6,0,
1974,WHA,CHC,IND,3,2,1,
1974,WHA,CHC,MFS,3,3,0,
1974,WHA,CHC,MIB,4,2,0,
1974,WHA,CHC,NEW,2,4,0,
1974,WHA,CHC,PHR,2,4,0,
1974,WHA,CHC,QUN,1,5,0,
1974,WHA,CHC,SDM,3,3,0,
1974,WHA,CHC,TOT,3,3,0,
1974,WHA,CHC,VAB,2,4,0,
1974,WHA,CHC,WIJ,1,5,0,
1974,WHA,CLC,CHC,2,4,0,
1974,WHA,CLC,EDO,4,2,0,
1974,WHA,CLC,HOU,1,5,0,
1974,WHA,CLC,IND,4,2,0,
1974,WHA,CLC,MFS,1,5,0,
1974,WHA,CLC,MIB,4,2,0,
1974,WHA,CLC,NEW,2,3,1,
1974,WHA,CLC,PHR,4,1,1,
1974,WHA,CLC,QUN,3,3,0,
1974,WHA,CLC,SDM,3,3,0,
1974,WHA,CLC,TOT,2,4,0,
1974,WHA,CLC,VAB,3,3,0,
1974,WHA,CLC,WIJ,2,3,1,
1974,WHA,EDO,CHC,4,2,0,
1974,WHA,EDO,CLC,2,4,0,
1974,WHA,EDO,HOU,2,4,0,
1974,WHA,EDO,IND,4,1,1,
1974,WHA,EDO,MFS,3,3,0,
1974,WHA,EDO,MIB,4,1,1,
1974,WHA,EDO,NEW,2,3,1,
1974,WHA,EDO,PHR,1,4,1,
1974,WHA,EDO,QUN,2,4,0,
1974,WHA,EDO,SDM,3,3,0,
1974,WHA,EDO,TOT,3,3,0,
1974,WHA,EDO,VAB,3,3,0,
1974,WHA,EDO,WIJ,3,3,0,
1974,WHA,HOU,CHC,6,0,0,
1974,WHA,HOU,CLC,5,1,0,
1974,WHA,HOU,EDO,4,2,0,
1974,WHA,HOU,IND,5,1,0,
1974,WHA,HOU,MFS,5,1,0,
1974,WHA,HOU,MIB,4,2,0,
1974,WHA,HOU,NEW,4,2,0,
1974,WHA,HOU,PHR,3,3,0,
1974,WHA,HOU,QUN,3,3,0,
1974,WHA,HOU,SDM,1,5,0,
1974,WHA,HOU,TOT,4,2,0,
1974,WHA,HOU,VAB,4,2,0,
1974,WHA,HOU,WIJ,5,1,0,
1974,WHA,IND,CHC,2,3,1,
1974,WHA,IND,CLC,2,4,0,
1974,WHA,IND,EDO,1,4,1,
1974,WHA,IND,HOU,1,5,0,
1974,WHA,IND,MFS,1,5,0,
1974,WHA,IND,MIB,4,2,0,
1974,WHA,IND,NEW,1,5,0,
1974,WHA,IND,PHR,0,6,0,
1974,WHA,IND,QUN,1,5,0,
1974,WHA,IND,SDM,2,4,0,
1974,WHA,IND,TOT,1,5,0,
1974,WHA,IND,VAB,1,4,1,
1974,WHA,IND,WIJ,1,5,0,
1974,WHA,MFS,CHC,3,3,0,
1974,WHA,MFS,CLC,5,1,0,
1974,WHA,MFS,EDO,3,3,0,
1974,WHA,MFS,HOU,1,5,0,
1974,WHA,MFS,IND,5,1,0,
1974,WHA,MFS,MIB,4,2,0,
1974,WHA,MFS,NEW,4,2,0,
1974,WHA,MFS,PHR,2,3,1,
1974,WHA,MFS,QUN,4,2,0,
1974,WHA,MFS,SDM,2,3,1,
1974,WHA,MFS,TOT,4,2,0,
1974,WHA,MFS,VAB,3,3,0,
1974,WHA,MFS,WIJ,2,3,1,
1974,WHA,MIB,CHC,2,4,0,
1974,WHA,MIB,CLC,2,4,0,
1974,WHA,MIB,EDO,1,4,1,
1974,WHA,MIB,HOU,2,4,0,
1974,WHA,MIB,IND,2,4,0,
1974,WHA,MIB,MFS,2,4,0,
1974,WHA,MIB,NEW,1,4,1,
1974,WHA,MIB,PHR,2,3,1,
1974,WHA,MIB,QUN,1,5,0,
1974,WHA,MIB,SDM,2,3,1,
1974,WHA,MIB,TOT,0,6,0,
1974,WHA,MIB,VAB,2,4,0,
1974,WHA,MIB,WIJ,2,4,0,
1974,WHA,NEW,CHC,4,2,0,
1974,WHA,NEW,CLC,3,2,1,
1974,WHA,NEW,EDO,3,2,1,
1974,WHA,NEW,HOU,2,4,0,
1974,WHA,NEW,IND,5,1,0,
1974,WHA,NEW,MFS,2,4,0,
1974,WHA,NEW,MIB,4,1,1,
1974,WHA,NEW,PHR,1,3,2,
1974,WHA,NEW,QUN,4,2,0,
1974,WHA,NEW,SDM,3,3,0,
1974,WHA,NEW,TOT,5,1,0,
1974,WHA,NEW,VAB,3,3,0,
1974,WHA,NEW,WIJ,4,2,0,
1974,WHA,PHR,CHC,4,2,0,
1974,WHA,PHR,CLC,1,4,1,
1974,WHA,PHR,EDO,4,1,1,
1974,WHA,PHR,HOU,3,3,0,
1974,WHA,PHR,IND,6,0,0,
1974,WHA,PHR,MFS,3,2,1,
1974,WHA,PHR,MIB,3,2,1,
1974,WHA,PHR,NEW,3,1,2,
1974,WHA,PHR,QUN,2,4,0,
1974,WHA,PHR,SDM,3,3,0,
1974,WHA,PHR,TOT,1,3,2,
1974,WHA,PHR,VAB,3,3,0,
1974,WHA,PHR,WIJ,3,3,0,
1974,WHA,QUN,CHC,5,1,0,
1974,WHA,QUN,CLC,3,3,0,
1974,WHA,QUN,EDO,4,2,0,
1974,WHA,QUN,HOU,3,3,0,
1974,WHA,QUN,IND,5,1,0,
1974,WHA,QUN,MFS,2,4,0,
1974,WHA,QUN,MIB,5,1,0,
1974,WHA,QUN,NEW,2,4,0,
1974,WHA,QUN,PHR,4,2,0,
1974,WHA,QUN,SDM,2,4,0,
1974,WHA,QUN,TOT,3,3,0,
1974,WHA,QUN,VAB,4,2,0,
1974,WHA,QUN,WIJ,4,2,0,
1974,WHA,SDM,CHC,3,3,0,
1974,WHA,SDM,CLC,3,3,0,
1974,WHA,SDM,EDO,3,3,0,
1974,WHA,SDM,HOU,5,1,0,
1974,WHA,SDM,IND,4,2,0,
1974,WHA,SDM,MFS,3,2,1,
1974,WHA,SDM,MIB,3,2,1,
1974,WHA,SDM,NEW,3,3,0,
1974,WHA,SDM,PHR,3,3,0,
1974,WHA,SDM,QUN,4,2,0,
1974,WHA,SDM,TOT,3,3,0,
1974,WHA,SDM,VAB,5,1,0,
1974,WHA,SDM,WIJ,1,3,2,
1974,WHA,TOT,CHC,3,3,0,
1974,WHA,TOT,CLC,4,2,0,
1974,WHA,TOT,EDO,3,3,0,
1974,WHA,TOT,HOU,2,4,0,
1974,WHA,TOT,IND,5,1,0,
1974,WHA,TOT,MFS,2,4,0,
1974,WHA,TOT,MIB,6,0,0,
1974,WHA,TOT,NEW,1,5,0,
1974,WHA,TOT,PHR,3,1,2,
1974,WHA,TOT,QUN,3,3,0,
1974,WHA,TOT,SDM,3,3,0,
1974,WHA,TOT,VAB,4,2,0,
1974,WHA,TOT,WIJ,4,2,0,
1974,WHA,VAB,CHC,4,2,0,
1974,WHA,VAB,CLC,3,3,0,
1974,WHA,VAB,EDO,3,3,0,
1974,WHA,VAB,HOU,2,4,0,
1974,WHA,VAB,IND,4,1,1,
1974,WHA,VAB,MFS,3,3,0,
1974,WHA,VAB,MIB,4,2,0,
1974,WHA,VAB,NEW,3,3,0,
1974,WHA,VAB,PHR,3,3,0,
1974,WHA,VAB,QUN,2,4,0,
1974,WHA,VAB,SDM,1,5,0,
1974,WHA,VAB,TOT,2,4,0,
1974,WHA,VAB,WIJ,3,2,1,
1974,WHA,WIJ,CHC,5,1,0,
1974,WHA,WIJ,CLC,3,2,1,
1974,WHA,WIJ,EDO,3,3,0,
1974,WHA,WIJ,HOU,1,5,0,
1974,WHA,WIJ,IND,5,1,0,
1974,WHA,WIJ,MFS,3,2,1,
1974,WHA,WIJ,MIB,4,2,0,
1974,WHA,WIJ,NEW,2,4,0,
1974,WHA,WIJ,PHR,3,3,0,
1974,WHA,WIJ,QUN,2,4,0,
1974,WHA,WIJ,SDM,3,1,2,
1974,WHA,WIJ,TOT,2,4,0,
1974,WHA,WIJ,VAB,2,3,1,
1975,NHL,ATF,BOS,2,3,0,
1975,NHL,ATF,BUF,1,2,1,
1975,NHL,ATF,CHI,2,2,1,
1975,NHL,ATF,CLF,3,1,0,
1975,NHL,ATF,DET,1,3,0,
1975,NHL,ATF,KCS,5,0,0,
1975,NHL,ATF,LAK,1,3,0,
1975,NHL,ATF,MNS,4,1,0,
1975,NHL,ATF,MTL,0,4,0,
1975,NHL,ATF,NYI,1,1,4,
1975,NHL,ATF,NYR,3,2,1,
1975,NHL,ATF,PHI,1,4,1,
1975,NHL,ATF,PIT,1,2,1,
1975,NHL,ATF,STL,1,3,1,
1975,NHL,ATF,TOR,2,2,0,
1975,NHL,ATF,VAN,3,0,2,
1975,NHL,ATF,WAS,4,0,0,
1975,NHL,BOS,ATF,3,2,0,
1975,NHL,BOS,BUF,3,2,1,
1975,NHL,BOS,CHI,3,0,1,
1975,NHL,BOS,CLF,5,1,0,
1975,NHL,BOS,DET,3,0,2,
1975,NHL,BOS,KCS,2,1,1,
1975,NHL,BOS,LAK,4,1,0,
1975,NHL,BOS,MNS,3,0,1,
1975,NHL,BOS,MTL,0,3,2,
1975,NHL,BOS,NYI,2,0,2,
1975,NHL,BOS,NYR,3,1,0,
1975,NHL,BOS,PHI,2,1,1,
1975,NHL,BOS,PIT,3,0,2,
1975,NHL,BOS,STL,2,1,1,
1975,NHL,BOS,TOR,4,1,1,
1975,NHL,BOS,VAN,2,1,1,
1975,NHL,BOS,WAS,4,0,1,
1975,NHL,BUF,ATF,2,1,1,
1975,NHL,BUF,BOS,2,3,1,
1975,NHL,BUF,CHI,2,0,2,
1975,NHL,BUF,CLF,5,0,1,
1975,NHL,BUF,DET,4,1,0,
1975,NHL,BUF,KCS,3,0,1,
1975,NHL,BUF,LAK,3,2,0,
1975,NHL,BUF,MNS,4,0,0,
1975,NHL,BUF,MTL,2,3,0,
1975,NHL,BUF,NYI,2,2,0,
1975,NHL,BUF,NYR,2,0,3,
1975,NHL,BUF,PHI,0,3,1,
1975,NHL,BUF,PIT,4,1,0,
1975,NHL,BUF,STL,2,1,1,
1975,NHL,BUF,TOR,4,2,0,
1975,NHL,BUF,VAN,1,2,1,
1975,NHL,BUF,WAS,4,0,1,
1975,NHL,CHI,ATF,2,2,1,
1975,NHL,CHI,BOS,0,3,1,
1975,NHL,CHI,BUF,0,2,2,
1975,NHL,CHI,CLF,1,2,1,
