Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
3437,6.37,11.02%,0.0004,,
3438,2.70,24.90%,0.0034,,
3439,13.92,17.54%,0.0062,,
3440,1.93,37.29%,0.0081,,
3441,3.27,21.83%,0.0026,,
3442,19.92,35.63%,0.0091,,
3443,0.93,10.73%,0.0058,,
3444,16.28,14.30%,0.0012,,
3445,24.28,8.52%,0.0081,,
3446,17.15,23.78%,0.0016,,
3447,15.94,17.64%,0.0065,,
3448,16.88,29.65%,0.0000,,
3449,13.93,29.08%,0.0078,,
3450,12.92,32.72%,0.0038,,
3451,22.84,21.07%,0.0020,,
3452,16.95,38.39%,0.0007,,
3453,6.55,10.15%,0.0031,,
3454,21.39,35.58%,0.0071,,
3455,21.86,24.04%,0.0029,,
3456,3.24,29.28%,0.0028,,
3457,13.29,2.07%,0.0006,,
3458,20.93,5.94%,0.0059,,
3459,13.91,31.37%,0.0049,,
3460,18.95,23.06%,0.0087,,
3461,3.54,33.64%,0.0022,,
3462,1.16,22.95%,0.0042,,
3463,0.16,8.70%,0.0001,,
3464,18.88,22.40%,0.0051,,
3465,3.12,30.06%,0.0070,,
3466,8.59,28.92%,0.0021,,
3467,17.71,20.40%,0.0040,,
3468,6.75,39.10%,0.0080,,
3469,22.05,8.60%,0.0033,,
3470,11.32,15.09%,0.0040,,
3471,13.64,9.69%,0.0054,,
3472,10.24,35.66%,0.0064,,
3473,19.46,33.06%,0.0082,,
3474,24.46,29.52%,0.0070,,
3475,22.99,39.32%,0.0075,,
3476,22.79,25.15%,0.0048,,
3477,24.11,33.27%,0.0086,,
3478,22.17,16.68%,0.0098,,
3479,5.58,22.03%,0.0016,,
3480,2.70,2.99%,0.0010,,
3481,9.94,23.72%,0.0014,,
3482,2.37,26.65%,0.0025,,
3483,1.74,20.41%,0.0022,,
3484,15.24,35.13%,0.0096,,
3485,2.03,21.01%,0.0085,,
3486,11.87,35.19%,0.0079,,
3487,17.03,33.75%,0.0043,,
3488,6.04,39.63%,0.0040,,
3489,7.22,15.15%,0.0052,,
3490,11.69,34.57%,0.0025,,
3491,14.56,18.77%,0.0073,,
3492,18.83,1.38%,0.0005,,
3493,8.98,17.89%,0.0006,,
3494,0.76,27.00%,0.0021,,
3495,2.42,12.52%,0.0038,,
3496,18.82,14.93%,0.0096,,
3497,15.85,15.45%,0.0033,,
3498,14.66,1.28%,0.0033,,
3499,5.60,4.82%,0.0016,,
3500,17.00,19.87%,0.0036,,
3501,15.17,31.20%,0.0069,,
3502,17.75,0.37%,0.0051,,
3503,0.56,19.70%,0.0033,,
3504,13.53,30.89%,0.0058,,
3505,23.07,1.32%,0.0018,,
3506,3.50,33.64%,0.0061,,
3507,13.29,27.13%,0.0005,,
3508,24.81,23.28%,0.0078,,
3509,11.21,28.25%,0.0014,,
3510,7.92,13.35%,0.0019,,
3511,2.22,30.55%,0.0021,,
3512,6.35,5.69%,0.0017,,
3513,10.67,13.63%,0.0015,,
3514,13.63,0.36%,0.0088,,
3515,21.44,25.68%,0.0093,,
3516,24.50,20.66%,0.0025,,
3517,9.28,5.74%,0.0010,,
3518,17.09,20.98%,0.0035,,
3519,4.35,17.91%,0.0068,,
3520,12.78,7.56%,0.0086,,
3521,18.42,8.47%,0.0095,,
3522,15.38,20.38%,0.0087,,
3523,3.97,1.07%,0.0096,,
3524,9.42,36.80%,0.0002,,
3525,13.87,30.31%,0.0043,,
3526,11.39,10.07%,0.0090,,
3527,10.49,0.89%,0.0083,,
3528,15.55,18.57%,0.0068,,
3529,3.92,36.58%,0.0021,,
3530,6.06,15.58%,0.0096,,
3531,5.26,9.21%,0.0071,,
3532,7.58,25.51%,0.0062,,
3533,22.12,32.91%,0.0082,,
3534,23.39,28.25%,0.0076,,
3535,17.91,6.99%,0.0029,,
3536,2.52,7.86%,0.0026,,
3537,5.95,6.62%,0.0030,,
3538,14.56,37.68%,0.0001,,
3539,12.32,29.91%,0.0059,,
3540,22.15,18.25%,0.0068,,
3541,12.40,10.76%,0.0044,,
3542,5.49,27.83%,0.0014,,
3543,21.29,31.32%,0.0014,,
3544,11.87,6.02%,0.0066,,
3545,20.83,16.24%,0.0063,,
3546,13.29,32.31%,0.0085,,
3547,1.04,27.43%,0.0093,,
3548,13.09,34.02%,0.0080,,
3549,18.16,2.67%,0.0058,,
3550,11.82,34.33%,0.0061,,
3551,0.39,19.71%,0.0053,,
3552,8.62,19.85%,0.0023,,
3553,3.29,36.71%,0.0008,,
3554,17.85,14.55%,0.0069,,
3555,3.87,34.80%,0.0043,,
3556,16.91,4.50%,0.0048,,
3557,7.90,18.03%,0.0042,,
3558,15.63,13.33%,0.0031,,
3559,0.04,11.40%,0.0029,,
3560,11.10,24.94%,0.0086,,
3561,8.39,26.86%,0.0038,,
3562,24.34,37.97%,0.0094,,
3563,19.20,27.63%,0.0049,,
3564,12.05,9.23%,0.0015,,
3565,6.72,34.88%,0.0074,,
3566,0.30,23.32%,0.0053,,
3567,7.29,6.83%,0.0057,,
3568,23.66,7.29%,0.0093,,
3569,3.67,39.59%,0.0083,,
3570,4.40,14.33%,0.0034,,
3571,15.83,34.25%,0.0096,,
3572,21.93,16.87%,0.0044,,
3573,12.40,15.31%,0.0052,,
3574,16.38,18.16%,0.0098,,
3575,4.15,39.62%,0.0030,,
3576,9.46,32.57%,0.0017,,
3577,4.12,28.63%,0.0051,,
3578,5.64,2.48%,0.0057,,
3579,11.59,11.68%,0.0014,,
3580,19.00,9.55%,0.0087,,
3581,20.73,37.88%,0.0085,,
3582,16.63,9.35%,0.0005,,
3583,11.03,7.38%,0.0000,,
3584,15.79,2.27%,0.0062,,
3585,16.94,0.11%,0.0022,,
3586,15.46,25.56%,0.0063,,
3587,2.90,11.25%,0.0031,,
3588,17.50,6.02%,0.0006,,
3589,9.09,25.25%,0.0030,,
3590,11.57,11.18%,0.0041,,
3591,7.29,7.23%,0.0063,,
3592,18.87,23.44%,0.0016,,
3593,9.46,1.74%,0.0097,,
3594,10.81,36.54%,0.0062,,
3595,1.25,2.24%,0.0005,,
3596,22.59,2.26%,0.0013,,
3597,14.41,26.33%,0.0037,,
3598,9.97,7.73%,0.0019,,
3599,24.39,2.84%,0.0043,,
3600,7.21,10.56%,0.0056,,
3601,17.15,7.46%,0.0010,,
3602,9.77,22.38%,0.0095,,
3603,12.26,39.56%,0.0012,,
3604,3.90,34.89%,0.0040,,
3605,0.45,30.43%,0.0073,,
3606,4.94,30.86%,0.0056,,
3607,5.15,17.82%,0.0070,,
3608,6.72,21.63%,0.0074,,
3609,3.09,9.62%,0.0013,,
3610,4.64,28.14%,0.0019,,
3611,2.99,39.49%,0.0001,,
3612,24.02,13.08%,0.0001,,
3613,12.58,8.74%,0.0041,,
3614,17.36,11.16%,0.0031,,
3615,4.33,32.81%,0.0036,,
3616,15.94,7.74%,0.0010,,
3617,0.15,32.22%,0.0049,,
3618,5.92,12.39%,0.0030,,
3619,7.41,0.51%,0.0098,,
3620,20.44,37.43%,0.0013,,
3621,2.45,30.80%,0.0026,,
3622,24.53,30.19%,0.0033,,
3623,7.49,36.93%,0.0005,,
3624,5.44,31.42%,0.0063,,
3625,0.54,28.18%,0.0043,,
3626,22.97,37.62%,0.0084,,
3627,7.70,37.98%,0.0022,,
3628,23.77,32.83%,0.0065,,
3629,1.21,1.75%,0.0081,,
3630,6.03,8.01%,0.0081,,
3631,14.45,16.39%,0.0016,,
3632,6.54,4.03%,0.0058,,
3633,14.23,12.81%,0.0080,,
3634,6.12,34.37%,0.0037,,
3635,21.93,16.38%,0.0029,,
3636,8.55,13.01%,0.0018,,
3637,12.13,10.39%,0.0094,,
3638,7.78,16.43%,0.0057,,
3639,18.29,23.81%,0.0026,,
3640,11.06,9.16%,0.0091,,
3641,22.57,20.55%,0.0054,,
3642,19.34,26.94%,0.0088,,
3643,19.12,25.18%,0.0095,,
3644,4.99,23.05%,0.0072,,
3645,15.64,32.55%,0.0031,,
3646,20.78,8.48%,0.0038,,
3647,18.41,15.76%,0.0081,,
3648,8.73,11.84%,0.0044,,
3649,3.55,17.33%,0.0065,,
3650,6.34,37.05%,0.0031,,
3651,2.44,25.03%,0.0065,,
3652,23.79,27.00%,0.0079,,
3653,3.89,39.07%,0.0077,,
3654,24.79,33.76%,0.0082,,
3655,1.82,39.00%,0.0063,,
3656,23.43,26.59%,0.0050,,
3657,11.05,38.46%,0.0057,,
3658,7.84,10.84%,0.0063,,
3659,24.51,19.62%,0.0088,,
3660,4.30,27.46%,0.0052,,
3661,14.52,38.56%,0.0047,,
3662,4.59,3.15%,0.0055,,
3663,2.46,35.73%,0.0036,,
3664,7.70,21.67%,0.0026,,
3665,3.43,12.59%,0.0028,,
3666,15.31,22.98%,0.0088,,
3667,4.89,10.18%,0.0083,,
3668,1.19,19.37%,0.0080,,
3669,3.26,9.46%,0.0057,,
3670,23.19,0.96%,0.0067,,
3671,5.51,15.01%,0.0016,,
3672,17.13,9.26%,0.0052,,
3673,13.35,28.99%,0.0006,,
3674,12.31,30.34%,0.0045,,
3675,11.01,33.75%,0.0084,,
3676,9.76,0.95%,0.0039,,
3677,20.57,0.18%,0.0023,,
3678,22.33,27.36%,0.0071,,
3679,1.13,24.92%,0.0077,,
3680,9.92,6.06%,0.0083,,
3681,22.19,11.23%,0.0096,,
3682,2.31,36.87%,0.0011,,
3683,24.78,8.73%,0.0020,,
3684,19.93,34.85%,0.0058,,
3685,2.55,19.60%,0.0070,,
3686,14.33,4.30%,0.0089,,
3687,12.29,28.59%,0.0011,,
3688,5.66,28.34%,0.0062,,
3689,13.61,38.75%,0.0060,,
3690,5.67,18.86%,0.0068,,
3691,23.78,6.90%,0.0096,,
3692,5.41,0.83%,0.0092,,
3693,12.41,21.62%,0.0029,,
3694,18.94,9.23%,0.0033,,
3695,23.93,17.08%,0.0093,,
3696,9.45,7.65%,0.0001,,
3697,3.15,32.40%,0.0052,,
3698,15.00,27.74%,0.0002,,
3699,20.82,11.58%,0.0034,,
3700,23.75,34.43%,0.0080,,
3701,24.23,29.35%,0.0086,,
3702,12.24,36.78%,0.0029,,
3703,1.24,2.91%,0.0016,,
3704,20.48,28.78%,0.0021,,
3705,7.19,33.26%,0.0015,,
3706,10.01,33.59%,0.0090,,
3707,19.98,22.07%,0.0074,,
3708,22.72,37.82%,0.0017,,
3709,23.12,6.67%,0.0069,,
3710,14.58,22.47%,0.0081,,
3711,23.62,16.61%,0.0014,,
3712,17.10,13.57%,0.0016,,
3713,20.05,28.23%,0.0031,,
3714,0.99,3.59%,0.0083,,
3715,16.46,36.51%,0.0079,,
3716,1.33,6.74%,0.0025,,
3717,1.44,11.36%,0.0052,,
3718,4.79,36.12%,0.0100,,
3719,13.70,2.49%,0.0068,,
3720,1.94,32.32%,0.0055,,
3721,4.38,39.90%,0.0054,,
3722,23.05,30.70%,0.0072,,
3723,15.05,37.14%,0.0025,,
3724,18.20,16.49%,0.0044,,
3725,17.74,7.87%,0.0088,,
3726,19.75,39.12%,0.0016,,
3727,6.83,27.49%,0.0071,,
3728,0.68,17.52%,0.0100,,
3729,8.86,28.10%,0.0078,,
3730,3.60,5.01%,0.0088,,
3731,1.40,23.21%,0.0071,,
3732,14.03,11.71%,0.0014,,
3733,17.76,39.53%,0.0068,,
3734,6.28,34.50%,0.0024,,
3735,19.92,25.27%,0.0072,,
3736,20.17,35.50%,0.0098,,
3737,7.17,31.93%,0.0031,,
3738,8.91,25.77%,0.0057,,
3739,8.73,23.41%,0.0067,,
3740,13.69,12.28%,0.0085,,
3741,3.04,8.45%,0.0047,,
3742,19.79,9.49%,0.0047,,
3743,18.06,0.76%,0.0016,,
3744,8.62,9.02%,0.0027,,
3745,18.57,1.05%,0.0078,,
3746,0.60,25.01%,0.0017,,
3747,22.29,5.94%,0.0037,,
3748,7.98,15.17%,0.0008,,
3749,10.88,26.52%,0.0068,,
3750,2.80,38.53%,0.0082,,
3751,1.25,20.67%,0.0024,,
3752,19.98,0.15%,0.0076,,
3753,7.75,22.57%,0.0013,,
3754,7.99,35.80%,0.0090,,
3755,6.46,2.39%,0.0017,,
3756,5.78,30.81%,0.0098,,
3757,24.32,17.99%,0.0045,,
3758,20.48,33.70%,0.0075,,
3759,10.31,21.07%,0.0041,,
3760,19.85,27.72%,0.0001,,
3761,4.41,21.77%,0.0039,,
3762,9.86,14.98%,0.0096,,
3763,1.50,13.64%,0.0022,,
3764,0.70,6.98%,0.0024,,
3765,17.77,36.26%,0.0023,,
3766,4.16,1.81%,0.0054,,
3767,8.73,27.18%,0.0020,,
3768,5.25,16.07%,0.0027,,
3769,12.97,39.69%,0.0044,,
3770,23.38,27.67%,0.0079,,
3771,1.99,25.59%,0.0022,,
3772,10.33,2.02%,0.0058,,
3773,11.08,12.14%,0.0081,,
3774,2.90,26.74%,0.0079,,
3775,10.25,15.20%,0.0074,,
3776,13.67,1.29%,0.0001,,
3777,5.75,16.08%,0.0069,,
3778,17.95,25.78%,0.0067,,
3779,20.53,24.01%,0.0008,,
3780,14.75,1.04%,0.0037,,
3781,21.01,29.34%,0.0055,,
3782,12.73,22.28%,0.0054,,
3783,23.75,8.44%,0.0018,,
3784,14.52,9.63%,0.0095,,
3785,2.38,36.84%,0.0043,,
3786,5.88,33.82%,0.0046,,
3787,12.62,4.21%,0.0083,,
3788,16.32,26.93%,0.0081,,
3789,14.98,30.25%,0.0062,,
3790,19.54,31.54%,0.0059,,
3791,11.65,10.64%,0.0002,,
3792,3.69,19.54%,0.0017,,
3793,12.91,35.83%,0.0055,,
3794,24.74,33.64%,0.0061,,
3795,9.17,5.56%,0.0096,,
3796,15.61,17.07%,0.0004,,
3797,21.19,12.26%,0.0021,,
3798,5.92,38.26%,0.0014,,
3799,15.95,8.34%,0.0088,,
3800,17.24,14.69%,0.0032,,
3801,5.99,14.99%,0.0076,,
3802,24.34,16.63%,0.0053,,
3803,6.04,24.67%,0.0096,,
3804,15.40,34.31%,0.0033,,
3805,15.76,37.48%,0.0086,,
3806,7.70,20.71%,0.0034,,
3807,10.76,27.52%,0.0091,,
3808,21.91,25.26%,0.0098,,
3809,13.09,34.50%,0.0063,,
3810,15.65,4.85%,0.0076,,
3811,5.51,11.01%,0.0017,,
3812,8.02,29.15%,0.0071,,
3813,18.13,17.72%,0.0034,,
3814,11.46,36.11%,0.0089,,
3815,20.22,19.00%,0.0050,,
3816,2.83,7.29%,0.0066,,
3817,8.35,14.81%,0.0081,,
3818,5.14,5.94%,0.0010,,
3819,11.12,35.68%,0.0085,,
3820,16.14,36.81%,0.0060,,
3821,11.60,19.22%,0.0047,,
3822,3.31,25.60%,0.0061,,
3823,24.77,15.97%,0.0003,,
3824,14.17,22.26%,0.0014,,
3825,9.71,29.39%,0.0046,,
3826,7.40,7.08%,0.0007,,
3827,12.45,0.01%,0.0053,,
3828,22.26,39.95%,0.0034,,
3829,9.82,27.70%,0.0029,,
3830,20.67,23.63%,0.0008,,
3831,2.66,8.78%,0.0036,,
3832,24.87,23.14%,0.0059,,
3833,17.10,37.79%,0.0038,,
3834,0.48,15.05%,0.0009,,
3835,21.83,37.79%,0.0071,,
3836,0.60,16.00%,0.0011,,
3837,12.78,23.12%,0.0096,,
3838,3.89,17.92%,0.0087,,
3839,8.95,28.48%,0.0052,,
3840,8.19,18.27%,0.0048,,
3841,3.31,21.31%,0.0005,,
3842,18.29,21.54%,0.0025,,
3843,0.92,4.59%,0.0074,,
3844,21.92,22.55%,0.0028,,
3845,14.75,16.19%,0.0048,,
3846,6.67,35.40%,0.0091,,
3847,4.56,34.82%,0.0056,,
3848,22.69,35.44%,0.0048,,
3849,12.70,19.58%,0.0033,,
3850,5.73,38.91%,0.0089,,
3851,9.33,25.91%,0.0045,,
3852,8.26,27.11%,0.0015,,
3853,22.64,31.17%,0.0089,,
3854,5.47,25.46%,0.0054,,
3855,12.58,18.45%,0.0056,,
3856,23.52,22.77%,0.0005,,
3857,18.81,3.26%,0.0096,,
3858,9.10,20.36%,0.0079,,
3859,10.68,36.87%,0.0002,,
3860,23.24,11.18%,0.0082,,
3861,17.62,35.63%,0.0019,,
3862,3.41,10.84%,0.0003,,
3863,1.58,29.94%,0.0058,,
3864,2.38,1.94%,0.0049,,
3865,18.02,21.67%,0.0034,,
3866,10.13,6.41%,0.0020,,
3867,1.94,15.18%,0.0057,,
3868,22.86,36.47%,0.0035,,
3869,19.06,26.57%,0.0010,,
3870,22.42,31.45%,0.0034,,
3871,10.06,27.89%,0.0021,,
3872,8.54,26.31%,0.0055,,
3873,11.09,35.61%,0.0033,,
3874,5.31,5.77%,0.0023,,
3875,0.37,34.44%,0.0039,,
3876,17.92,38.57%,0.0090,,
3877,23.28,1.83%,0.0055,,
3878,16.05,12.83%,0.0010,,
3879,2.54,20.95%,0.0017,,
3880,15.00,13.74%,0.0005,,
3881,8.91,17.46%,0.0066,,
3882,20.32,16.96%,0.0049,,
3883,21.20,30.98%,0.0036,,
3884,17.20,21.43%,0.0090,,
3885,11.74,9.85%,0.0074,,
3886,22.81,29.41%,0.0036,,
3887,11.99,28.86%,0.0037,,
3888,4.16,23.59%,0.0034,,
3889,7.24,37.75%,0.0042,,
3890,22.57,29.33%,0.0007,,
3891,0.27,22.39%,0.0009,,
3892,0.54,27.33%,0.0085,,
3893,19.01,35.05%,0.0076,,
3894,19.22,10.36%,0.0012,,
3895,5.92,23.05%,0.0082,,
3896,9.22,34.01%,0.0057,,
3897,13.36,11.35%,0.0076,,
3898,19.04,33.89%,0.0083,,
3899,9.45,23.31%,0.0088,,
3900,8.96,25.72%,0.0039,,
3901,11.37,21.39%,0.0097,,
3902,16.97,27.49%,0.0028,,
3903,20.70,29.70%,0.0080,,
3904,0.67,32.09%,0.0100,,
3905,11.29,30.13%,0.0094,,
3906,1.73,32.00%,0.0086,,
3907,1.57,37.29%,0.0017,,
3908,4.39,20.34%,0.0039,,
3909,20.27,15.16%,0.0098,,
3910,2.83,36.46%,0.0084,,
3911,10.24,36.89%,0.0065,,
3912,1.42,11.31%,0.0039,,
3913,13.23,22.58%,0.0064,,
3914,12.46,20.29%,0.0012,,
3915,10.86,10.43%,0.0095,,
3916,2.95,38.48%,0.0019,,
3917,1.34,21.49%,0.0011,,
3918,1.13,27.91%,0.0022,,
3919,21.07,4.65%,0.0073,,
3920,9.80,21.77%,0.0022,,
3921,2.25,21.84%,0.0014,,
3922,11.24,23.83%,0.0040,,
3923,13.80,10.52%,0.0056,,
3924,9.39,13.23%,0.0042,,
3925,20.86,22.20%,0.0072,,
3926,9.86,39.64%,0.0046,,
3927,7.09,23.52%,0.0066,,
3928,16.95,22.74%,0.0041,,
3929,13.52,20.79%,0.0063,,
3930,3.12,9.10%,0.0091,,
3931,4.61,33.31%,0.0014,,
3932,24.38,0.66%,0.0064,,
3933,4.37,31.35%,0.0030,,
3934,15.74,34.93%,0.0049,,
3935,20.91,11.20%,0.0020,,
3936,5.24,13.18%,0.0065,,
3937,22.00,37.63%,0.0032,,
3938,11.78,19.87%,0.0006,,
3939,7.92,39.79%,0.0092,,
3940,21.80,32.67%,0.0005,,
3941,5.31,22.64%,0.0034,,
3942,21.42,3.80%,0.0004,,
3943,24.33,9.48%,0.0090,,
3944,24.67,2.16%,0.0015,,
3945,18.86,32.14%,0.0067,,
3946,22.64,13.46%,0.0015,,
3947,22.90,12.96%,0.0068,,
3948,6.12,2.21%,0.0028,,
3949,22.62,32.74%,0.0027,,
3950,20.52,25.49%,0.0009,,
3951,4.39,38.79%,0.0086,,
3952,0.38,32.54%,0.0048,,
3953,24.51,4.65%,0.0005,,
3954,16.30,18.99%,0.0014,,
3955,17.23,21.71%,0.0007,,
3956,1.07,6.04%,0.0068,,
3957,13.56,9.36%,0.0086,,
3958,8.16,26.55%,0.0098,,
3959,18.77,19.32%,0.0084,,
3960,21.14,16.03%,0.0053,,
3961,9.47,24.53%,0.0027,,
3962,4.46,25.09%,0.0091,,
3963,2.43,29.14%,0.0051,,
3964,11.03,5.75%,0.0095,,
3965,11.69,2.52%,0.0028,,
3966,24.09,12.75%,0.0048,,
3967,4.66,14.75%,0.0036,,
3968,15.89,0.38%,0.0024,,
3969,0.69,22.90%,0.0061,,
3970,15.64,3.78%,0.0035,,
3971,12.09,35.35%,0.0076,,
3972,6.16,7.39%,0.0016,,
3973,10.53,11.71%,0.0008,,
3974,0.35,15.31%,0.0038,,
3975,20.06,22.89%,0.0039,,
3976,20.91,3.46%,0.0051,,
3977,14.89,6.00%,0.0046,,
3978,24.12,30.30%,0.0015,,
3979,21.79,5.89%,0.0096,,
3980,4.54,11.59%,0.0010,,
3981,14.24,35.54%,0.0081,,
3982,21.45,9.60%,0.0012,,
3983,18.27,31.74%,0.0092,,
3984,20.69,32.81%,0.0077,,
3985,1.41,16.26%,0.0040,,
3986,11.61,29.13%,0.0026,,
3987,12.19,1.51%,0.0065,,
3988,6.34,29.86%,0.0021,,
3989,2.38,12.22%,0.0057,,
3990,18.62,16.80%,0.0002,,
3991,8.29,2.28%,0.0096,,
3992,15.63,0.66%,0.0018,,
3993,3.77,26.08%,0.0088,,
3994,18.97,21.57%,0.0033,,
3995,3.99,1.05%,0.0085,,
3996,22.76,31.14%,0.0059,,
3997,1.18,6.32%,0.0056,,
3998,18.84,8.96%,0.0065,,
3999,24.05,20.80%,0.0016,,
4000,22.39,9.57%,0.0051,,
4001,17.62,33.30%,0.0057,,
4002,5.21,12.11%,0.0068,,
4003,10.92,10.58%,0.0051,,
4004,18.06,19.78%,0.0017,,
4005,1.72,2.21%,0.0042,,
4006,14.26,9.75%,0.0029,,
4007,23.12,25.98%,0.0078,,
4008,11.32,30.53%,0.0098,,
4009,0.49,1.82%,0.0015,,
4010,1.68,39.98%,0.0032,,
4011,12.30,6.31%,0.0082,,
4012,0.35,12.93%,0.0012,,
4013,6.03,36.53%,0.0062,,
4014,17.51,6.76%,0.0098,,
4015,15.70,34.41%,0.0008,,
4016,18.43,22.12%,0.0015,,
4017,20.92,19.80%,0.0011,,
4018,6.09,24.62%,0.0097,,
4019,9.00,28.50%,0.0064,,
4020,14.40,35.52%,0.0024,,
4021,20.61,37.02%,0.0044,,
4022,0.45,16.13%,0.0094,,
4023,21.99,13.56%,0.0077,,
4024,7.18,33.32%,0.0070,,
4025,16.11,27.14%,0.0079,,
4026,3.31,10.65%,0.0020,,
4027,16.96,4.01%,0.0021,,
4028,10.07,34.64%,0.0097,,
4029,20.58,7.66%,0.0019,,
4030,10.50,7.68%,0.0096,,
4031,21.91,32.35%,0.0069,,
4032,2.14,1.44%,0.0038,,
4033,12.08,28.72%,0.0031,,
4034,16.21,19.74%,0.0046,,
4035,8.12,36.20%,0.0017,,
4036,15.48,38.32%,0.0031,,
4037,22.00,6.62%,0.0031,,
4038,19.93,21.78%,0.0032,,
4039,14.22,9.00%,0.0091,,
4040,13.66,10.51%,0.0090,,
4041,12.72,7.21%,0.0091,,
4042,13.34,34.27%,0.0032,,
4043,17.09,31.56%,0.0063,,
4044,2.78,27.30%,0.0007,,
4045,20.68,15.10%,0.0033,,
4046,3.90,32.19%,0.0005,,
4047,11.57,2.78%,0.0058,,
4048,12.59,21.67%,0.0039,,
4049,17.36,14.03%,0.0068,,
4050,17.91,26.62%,0.0084,,
4051,22.71,4.74%,0.0007,,
4052,15.80,17.41%,0.0057,,
4053,7.63,9.91%,0.0012,,
4054,10.93,36.13%,0.0020,,
4055,9.83,37.24%,0.0039,,
4056,18.61,34.57%,0.0083,,
4057,10.10,21.53%,0.0061,,
4058,10.44,9.86%,0.0048,,
4059,13.35,17.44%,0.0023,,
4060,13.09,19.49%,0.0055,,
4061,10.02,37.09%,0.0067,,
4062,3.10,15.95%,0.0053,,
4063,11.80,37.12%,0.0005,,
4064,12.59,32.21%,0.0076,,
4065,20.03,23.90%,0.0034,,
4066,21.61,9.51%,0.0008,,
4067,3.90,26.25%,0.0025,,
4068,14.34,34.53%,0.0054,,
4069,6.25,23.84%,0.0023,,
4070,4.41,11.80%,0.0068,,
4071,9.50,4.16%,0.0047,,
4072,20.28,9.84%,0.0027,,
4073,21.81,24.39%,0.0081,,
4074,14.56,29.30%,0.0073,,
4075,11.48,10.07%,0.0080,,
4076,17.69,37.31%,0.0052,,
4077,10.72,34.75%,0.0093,,
4078,7.42,9.04%,0.0043,,
4079,2.47,16.09%,0.0079,,
4080,20.20,12.41%,0.0024,,
4081,23.86,29.52%,0.0055,,
4082,0.38,15.68%,0.0094,,
4083,5.77,33.81%,0.0067,,
4084,14.37,4.56%,0.0042,,
4085,7.02,34.17%,0.0080,,
4086,21.47,16.33%,0.0041,,
4087,6.99,12.83%,0.0044,,
4088,22.61,31.10%,0.0011,,
4089,4.63,18.45%,0.0055,,
4090,20.44,4.77%,0.0023,,
4091,7.82,16.09%,0.0029,,
4092,6.28,16.46%,0.0098,,
4093,8.27,21.31%,0.0070,,
4094,10.91,35.61%,0.0050,,
4095,0.34,19.80%,0.0098,,
4096,21.03,7.85%,0.0037,,
4097,6.43,8.26%,0.0077,,
4098,7.24,36.43%,0.0096,,
4099,24.69,33.20%,0.0033,,
4100,4.24,21.37%,0.0010,,
4101,11.77,10.25%,0.0040,,
4102,21.27,13.68%,0.0018,,
4103,18.95,23.55%,0.0077,,
4104,12.69,17.63%,0.0047,,
4105,0.11,0.85%,0.0096,,
4106,14.72,4.88%,0.0077,,
4107,9.79,32.77%,0.0037,,
4108,14.77,3.51%,0.0039,,
4109,4.41,23.12%,0.0098,,
4110,7.31,17.73%,0.0004,,
4111,2.12,18.10%,0.0073,,
4112,15.29,39.58%,0.0066,,
4113,18.89,2.57%,0.0057,,
4114,7.94,10.81%,0.0016,,
4115,19.81,1.99%,0.0034,,
4116,12.18,19.24%,0.0049,,
4117,19.68,12.65%,0.0035,,
4118,23.01,29.91%,0.0094,,
4119,1.47,0.23%,0.0071,,
4120,19.48,39.87%,0.0024,,
4121,21.82,39.32%,0.0079,,
4122,15.53,8.86%,0.0049,,
4123,19.88,30.37%,0.0035,,
4124,24.61,22.72%,0.0096,,
4125,9.72,15.61%,0.0049,,
4126,18.69,36.23%,0.0021,,
4127,3.92,1.21%,0.0043,,
4128,22.07,36.22%,0.0056,,
4129,4.23,9.52%,0.0035,,
4130,4.98,22.09%,0.0095,,
4131,14.24,22.85%,0.0025,,
4132,1.16,7.09%,0.0043,,
4133,0.32,30.25%,0.0051,,
4134,24.84,27.00%,0.0081,,
4135,23.29,21.87%,0.0048,,
4136,10.42,25.81%,0.0065,,
4137,11.96,31.57%,0.0087,,
4138,22.51,4.46%,0.0050,,
4139,17.65,29.78%,0.0003,,
4140,5.78,37.08%,0.0023,,
4141,8.31,39.51%,0.0086,,
4142,24.48,11.68%,0.0021,,
4143,3.84,13.56%,0.0034,,
4144,10.20,28.15%,0.0057,,
4145,11.31,14.51%,0.0007,,
4146,4.00,29.80%,0.0019,,
4147,7.49,34.08%,0.0078,,
4148,24.65,17.68%,0.0022,,
4149,19.24,3.88%,0.0038,,
4150,23.26,14.15%,0.0051,,
4151,16.09,31.96%,0.0031,,
4152,1.43,19.01%,0.0004,,
4153,9.23,28.78%,0.0010,,
4154,6.08,9.18%,0.0098,,
4155,18.45,3.57%,0.0082,,
4156,16.32,4.89%,0.0006,,
4157,4.12,25.56%,0.0091,,
4158,11.19,0.92%,0.0043,,
4159,4.40,16.21%,0.0030,,
4160,19.86,21.51%,0.0079,,
4161,9.40,18.18%,0.0095,,
4162,22.58,19.17%,0.0022,,
4163,10.59,2.05%,0.0051,,
4164,17.73,9.38%,0.0012,,
4165,9.08,22.13%,0.0066,,
4166,18.02,1.26%,0.0051,,
4167,19.81,24.84%,0.0006,,
4168,8.50,3.06%,0.0008,,
4169,22.42,30.88%,0.0014,,
4170,23.31,14.80%,0.0080,,
